host,ip,port,protocol,title,domain,country,city,link,as_organization
https://113.193.21.146,113.193.21.146,443,https,Juniper Web Device Manager,,IN,Chennai,https://113.193.21.146,Tikona Infinet Ltd.
https://199.175.243.208,199.175.243.208,443,https,Juniper Web Device Manager,,CA,,https://199.175.243.208,TELUS Communications
https://199.175.243.210,199.175.243.210,443,https,Juniper Web Device Manager,,CA,,https://199.175.243.210,TELUS Communications
https://187.190.48.47,187.190.48.47,443,https,Juniper Web Device Manager,,MX,Puebla City,https://187.190.48.47,TOTAL PLAY TELECOMUNICACIONES SA DE CV
https://122.187.126.245,122.187.126.245,443,https,Juniper Web Device Manager,,IN,Chennai,https://122.187.126.245,BHARTI Airtel Ltd.
https://125.17.76.66,125.17.76.66,443,https,Juniper Web Device Manager,,IN,,https://125.17.76.66,BHARTI Airtel Ltd.
https://128.106.220.22,128.106.220.22,443,https,Juniper Web Device Manager,,SG,,https://128.106.220.22,Singtel Fibre Broadband
https://203.194.117.65,203.194.117.65,443,https,Juniper Web Device Manager,,BD,,https://203.194.117.65,ADN Telecom Ltd.
https://vpn.onsct.com,23.149.216.50,443,https,Juniper Web Device Manager,onsct.com,US,Charlotte,https://vpn.onsct.com,-Reserved AS
https://23.149.216.50,23.149.216.50,443,https,Juniper Web Device Manager,,US,Charlotte,https://23.149.216.50,-Reserved AS
https://[2a04:a500:1337:701::4],2a04:a500:1337:701::4,443,https,Juniper Web Device Manager,,NL,,https://[2a04:a500:1337:701::4],Quanza B.V.
https://192.144.80.249,192.144.80.249,443,https,Juniper Web Device Manager,,BD,,https://192.144.80.249,ping by ICOM Bangladesh Ltd
https://203.109.95.194,203.109.95.194,443,https,Juniper Web Device Manager,,IN,Mumbai,https://203.109.95.194,YOU Broadband & Cable India Ltd.
https://64.184.72.250,64.184.72.250,443,https,Juniper Web Device Manager,,US,Carmel,https://64.184.72.250,IFN-NET
https://195.69.140.158:10443,195.69.140.158,10443,https,Juniper Web Device Manager,,GE,Tbilisi,https://195.69.140.158:10443,Cloud 9 Ltd.
https://66.64.37.81,66.64.37.81,443,https,Juniper Web Device Manager,,US,Dallas,https://66.64.37.81,LOGIXCOMM-AS
https://218.58.81.78:20443,218.58.81.78,20443,https,Juniper Web Device Manager,,CN,Zibo,https://218.58.81.78:20443,CHINA UNICOM China169 Backbone
52.172.91.58,52.172.91.58,80,http,Juniper Web Device Manager,,IN,Chennai,http://52.172.91.58,MICROSOFT-CORP-MSN-AS-BLOCK
https://70.120.129.91,70.120.129.91,443,https,Juniper Web Device Manager,,US,Coppell,https://70.120.129.91,TWC-11427-TEXAS
71.25.84.21,71.25.84.21,80,http,Juniper Web Device Manager,,US,Albuquerque,http://71.25.84.21,COMCAST-7922
https://71.78.251.162,71.78.251.162,443,https,Juniper Web Device Manager,,US,Carrollton,https://71.78.251.162,TWC-11427-TEXAS
201.163.95.220,201.163.95.220,80,http,Juniper Web Device Manager,,MX,Ciudad Lopez Mateos,http://201.163.95.220,"Alestra, S. de R.L. de C.V."
https://74.113.147.114,74.113.147.114,443,https,Juniper Web Device Manager,,US,Mountain Center,https://74.113.147.114,CONNECTANZA
78.153.178.210:8000,78.153.178.210,8000,http,Juniper Web Device Manager,,DK,,http://78.153.178.210:8000,GlobalConnect A/S
https://exaverse.com,73.158.239.108,443,https,Juniper Web Device Manager,exaverse.com,US,Los Altos,https://exaverse.com,COMCAST-7922
https://81.173.124.66,81.173.124.66,443,https,Juniper Web Device Manager,,NL,,https://81.173.124.66,Garnier Projects BV
https://169.46.8.181:8443,169.46.8.181,8443,https,Juniper Web Device Manager,,US,Irving,https://169.46.8.181:8443,SOFTLAYER
https://[2001:288:57ff::a71],2001:288:57ff::a71,443,https,Juniper Web Device Manager,,CN,Taichung,https://[2001:288:57ff::a71],Taiwan Academic Network TANet Information Center
https://221.224.57.214:7070,221.224.57.214,7070,https,Juniper Web Device Manager,,CN,,https://221.224.57.214:7070,Chinanet
https://93.115.176.105,93.115.176.105,443,https,Juniper Web Device Manager,,GB,City of Westminster,https://93.115.176.105,Wavenet Limited
https://146.4.45.122:33333,146.4.45.122,33333,https,Juniper Web Device Manager,,CH,Frenkendorf,https://146.4.45.122:33333,Bluewin
95.64.167.186,95.64.167.186,80,http,Juniper Web Device Manager,,RU,,http://95.64.167.186,MTS PJSC
https://187.130.141.189,187.130.141.189,443,https,Juniper Web Device Manager,,MX,Hermosillo,https://187.130.141.189,Uninet S.A. de C.V.
https://211.24.57.226,211.24.57.226,443,https,Juniper Web Device Manager,,MY,Kuala Lumpur,https://211.24.57.226,"TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Al"
https://[2001:288:57ff::731],2001:288:57ff::731,443,https,Juniper Web Device Manager,,CN,Taichung,https://[2001:288:57ff::731],Taiwan Academic Network TANet Information Center
https://13.211.92.84,13.211.92.84,443,https,Juniper Web Device Manager,,AU,Sydney,https://13.211.92.84,AMAZON-02
https://98.124.59.234,98.124.59.234,443,https,Juniper Web Device Manager,,CA,Peterborough,https://98.124.59.234,NEXICOM
https://169.47.101.132:8443,169.47.101.132,8443,https,Juniper Web Device Manager,,US,Ashburn,https://169.47.101.132:8443,SOFTLAYER
https://119.246.14.102,119.246.14.102,443,https,Juniper Web Device Manager,,CN,Central,https://119.246.14.102,Hong Kong Broadband Network Ltd.
https://169.53.48.125:8443,169.53.48.125,8443,https,Juniper Web Device Manager,,US,Dallas,https://169.53.48.125:8443,SOFTLAYER
https://161.202.11.115:8443,161.202.11.115,8443,https,Juniper Web Device Manager,,US,,https://161.202.11.115:8443,SOFTLAYER
https://103.51.162.234,103.51.162.234,443,https,Juniper Web Device Manager,,SG,,https://103.51.162.234,NETPLUZ HOLDINGS PRIVATE LIMITED
https://190.104.16.2:8443,190.104.16.2,8443,https,Juniper Web Device Manager,,BO,La Paz,https://190.104.16.2:8443,Telefonica Celular de Bolivia S.A.
103.51.118.99,103.51.118.99,80,http,Juniper Web Device Manager,,IN,,http://103.51.118.99,Primesoftex Ltd
https://149.81.108.101:8443,149.81.108.101,8443,https,Juniper Web Device Manager,,DE,Frankfurt am Main,https://149.81.108.101:8443,SOFTLAYER
https://186.121.254.234:8443,186.121.254.234,8443,https,Juniper Web Device Manager,,BO,Santa Cruz,https://186.121.254.234:8443,AXS Bolivia S. A.
https://103.254.7.3,103.254.7.3,443,https,Juniper Web Device Manager,,AU,Melbourne,https://103.254.7.3,Wireline
https://149.81.78.124:8443,149.81.78.124,8443,https,Juniper Web Device Manager,,DE,Frankfurt am Main,https://149.81.78.124:8443,SOFTLAYER
https://103.143.8.142,103.143.8.142,443,https,Juniper Web Device Manager,,IN,Thane,https://103.143.8.142,Juweriyah Networks Private Limited
https://103.156.0.71,103.156.0.71,443,https,Juniper Web Device Manager,,VN,Bến Tre,https://103.156.0.71,MOBIFONE Corporation
https://158.176.69.50:8443,158.176.69.50,8443,https,Juniper Web Device Manager,,US,,https://158.176.69.50:8443,SOFTLAYER
103.228.162.205,103.228.162.205,80,http,Juniper Web Device Manager,,CN,,http://103.228.162.205,CHINANET Guangdong province network
https://142.127.76.123:8443,142.127.76.123,8443,https,Juniper Web Device Manager,,CA,,https://142.127.76.123:8443,BACOM
https://66.155.15.178,66.155.15.178,443,https,Juniper Web Device Manager,,US,Herndon,https://66.155.15.178,COGECO-PEER1
https://14.188.196.64,14.188.196.64,443,https,Juniper Web Device Manager,,VN,Viet Tri,https://14.188.196.64,VNPT Corp
https://104.198.104.196,104.198.104.196,443,https,Juniper Web Device Manager,,US,The Dalles,https://104.198.104.196,GOOGLE-CLOUD-PLATFORM
https://8.44.155.81,8.44.155.81,443,https,Juniper Web Device Manager,,US,Longmont,https://8.44.155.81,COL-LPC
https://73.73.235.70:4443,73.73.235.70,4443,https,Juniper Web Device Manager,,US,Gurnee,https://73.73.235.70:4443,COMCAST-7922
https://96.90.197.105,96.90.197.105,443,https,Juniper Web Device Manager,,US,San Francisco,https://96.90.197.105,COMCAST-7922
https://103.122.214.5,103.122.214.5,443,https,Juniper Web Device Manager,,,,https://103.122.214.5,
https://cacahuates.ddns.net,8.44.155.81,443,https,Juniper Web Device Manager,cacahuates.ddns.net,US,Longmont,https://cacahuates.ddns.net,COL-LPC
https://208.181.239.139,208.181.239.139,443,https,Juniper Web Device Manager,,CA,Burnaby,https://208.181.239.139,TELUS Communications
https://41.217.204.134,41.217.204.134,443,https,Juniper Web Device Manager,,NG,Abuja,https://41.217.204.134,Layer3
https://80.95.196.234:4433,80.95.196.234,4433,https,Juniper Web Device Manager,,GB,Leeds,https://80.95.196.234:4433,ICUK Computing Services Limited
https://41.217.204.130,41.217.204.130,443,https,Juniper Web Device Manager,,NG,Abuja,https://41.217.204.130,Layer3
https://194.72.191.58,194.72.191.58,443,https,Juniper Web Device Manager,,GB,Trowbridge,https://194.72.191.58,British Telecommunications PLC
https://128.92.176.218,128.92.176.218,443,https,Juniper Web Device Manager,,US,Gainesville,https://128.92.176.218,CHARTER-20115
https://14.98.83.242,14.98.83.242,443,https,Juniper Web Device Manager,,IN,Gurgaon,https://14.98.83.242,Tata Teleservices ISP AS
https://202.155.233.66,202.155.233.66,443,https,Juniper Web Device Manager,,CN,Central,https://202.155.233.66,HKBN Enterprise Solutions HK Limited
https://45.59.226.146,45.59.226.146,443,https,Juniper Web Device Manager,,US,Whittier,https://45.59.226.146,TWC-20001-PACWEST
https://199.175.244.1,199.175.244.1,443,https,Juniper Web Device Manager,,CA,Prince George,https://199.175.244.1,TELUS Communications
https://199.175.244.11,199.175.244.11,443,https,Juniper Web Device Manager,,CA,Prince George,https://199.175.244.11,TELUS Communications
https://103.156.0.4,103.156.0.4,443,https,Juniper Web Device Manager,,VN,Bến Tre,https://103.156.0.4,MOBIFONE Corporation
https://125.17.131.62,125.17.131.62,443,https,Juniper Web Device Manager,,IN,Delhi,https://125.17.131.62,BHARTI Airtel Ltd.
https://103.122.214.7,103.122.214.7,443,https,Juniper Web Device Manager,,,,https://103.122.214.7,
https://34.233.22.193,34.233.22.193,443,https,Juniper Web Device Manager,,US,Ashburn,https://34.233.22.193,AMAZON-AES
https://67.21.157.254,67.21.157.254,443,https,Juniper Web Device Manager,,CA,Brampton,https://67.21.157.254,FRONTIER
https://157.185.60.200,157.185.60.200,443,https,Juniper Web Device Manager,,US,Madison,https://157.185.60.200,PARSONS-PGS-2
https://73.179.99.60,73.179.99.60,443,https,Juniper Web Device Manager,,US,Hialeah,https://73.179.99.60,COMCAST-7922
https://4.30.182.38,4.30.182.38,443,https,Juniper Web Device Manager,,US,New York,https://4.30.182.38,LEVEL3
https://18.202.109.22,18.202.109.22,443,https,Juniper Web Device Manager,,IE,Dublin,https://18.202.109.22,AMAZON-02
https://14.141.183.142,14.141.183.142,443,https,Juniper Web Device Manager,,IN,Ahmedabad,https://14.141.183.142,TATA Communications formerly VSNL is Leading ISP
https://93.115.176.107,93.115.176.107,443,https,Juniper Web Device Manager,,GB,City of Westminster,https://93.115.176.107,Wavenet Limited
